restaurant_key,restaurant_id,restaurant_name,cuisine,city_key,price_tier,price_symbol,rating,num_ratings,commission_rate,avg_prep_time_mins,is_pure_veg
568,RST-98e1e138-ba70-5aea-8940-4e4b54b2ca3a,Naidu South Point,South Indian,50,Budget,₹,4.0,1,0.209,10,False
569,RST-c951b25f-0063-557c-98e1-2f827104dd95,Gupta Biryani Express,Biryani,3,Premium,₹₹₹,3.87,1,0.177,16,False
570,RST-4a86848c-35ca-5302-a3ba-280a274787a6,Johal Chinese Cafe,Chinese,5,Premium,₹₹₹,4.0,1,0.249,23,False
571,RST-abe62b82-7b92-5538-82b3-bc56f74c1888,Rana Desserts Cafe,Desserts,3,Budget,₹,4.07,1,0.181,21,False
572,RST-2a9b7ae6-2103-5d6f-b028-aa7b0ce53a36,Sangha North Junction,North Indian,8,Premium,₹₹₹,5.0,43,0.194,30,False
573,RST-8d6a40a3-418a-543b-8472-da669ba8bb00,Dara Cafe Corner,Cafe,7,Mid,₹₹,4.15,2,0.227,13,False
574,RST-33b6888b-ffa9-57e5-9dbe-231eabd9cc3e,Kata Desserts Cafe,Desserts,9,Premium,₹₹₹,4.3,1,0.201,16,True
575,RST-da899219-9660-5ea7-8149-b9ebfc142c1e,Kala Cafe Point,Cafe,39,Budget,₹,4.74,21,0.198,25,False
576,RST-083d01ab-f8a5-59c0-a7cb-7f3fc8028b72,Cherian Cafe Point,Cafe,8,Mid,₹₹,4.45,1,0.17,21,False
577,RST-765b7148-b39b-5025-bfc9-27dd856197cc,Parikh South Express,South Indian,9,Mid,₹₹,4.49,6,0.19,16,False
578,RST-22479fe5-1e75-59d9-89cd-19b0f871f6a7,Naik Fast House,Fast Food,34,Budget,₹,3.26,1,0.248,21,False
579,RST-b7b93288-0739-5dba-b1d9-f5e9c0f4bb61,Ghose Beverages Restaurant,Beverages,26,Mid,₹₹,4.17,8,0.172,13,False
580,RST-6dab5d99-91f8-5bdf-bc13-295a95539f9e,Aurora Chinese Dhaba,Chinese,4,Mid,₹₹,4.47,2,0.207,20,False
581,RST-81e42c3a-26da-5c20-af27-7381b68ddd30,Ratti North Restaurant,North Indian,1,Mid,₹₹,4.58,5,0.197,21,False
582,RST-cf3fdfdf-cbc5-50d2-a7e8-87cbfcb1900f,Mutti Chinese Restaurant,Chinese,13,Budget,₹,4.59,1,0.229,21,False
583,RST-7823a4d0-727f-5892-90dc-5459975f91fd,Arora South Restaurant,South Indian,29,Mid,₹₹,4.07,2,0.224,29,False
584,RST-086077f5-b5c5-5d0b-8185-9d8a003b5cfa,Ramachandran Cafe Biryani House,Cafe,10,Premium,₹₹₹,4.43,1,0.191,20,False
585,RST-ec25d6a6-1821-5010-897b-3c2eeac0ed59,Kala Biryani Dhaba,Biryani,3,Budget,₹,4.8,6,0.237,12,False
586,RST-fdb96475-4676-553d-8e8c-4d0506660140,Shanker Pizza Kitchen,Pizza,20,Budget,₹,3.6,1,0.206,20,False
587,RST-41b8f490-4152-54f8-a57a-262f8e948381,Kannan Street Kitchen,Street Food,15,Budget,₹,4.37,95,0.184,26,False
588,RST-012e5205-c9e6-5690-8f0b-0056aac35cf2,Bhatti Chinese Junction,Chinese,11,Budget,₹,2.39,1,0.201,16,False
589,RST-4fa885ff-254b-542f-af31-6be8edea08c6,Mallick Desserts Biryani House,Desserts,31,Budget,₹,4.11,1,0.19,19,True
590,RST-82723f44-1ccd-5802-b34a-f9090e52b3a2,Pillay North Corner,North Indian,23,Budget,₹,3.52,1,0.265,16,False
591,RST-6d791557-2c05-59aa-8b9e-a6695c938827,Bassi North Biryani House,North Indian,15,Mid,₹₹,4.33,4,0.272,14,False
592,RST-239d1e28-680a-5ad5-8a42-bd6bd2af4407,Bhavsar South Foods,South Indian,15,Mid,₹₹,5.0,16,0.242,15,False
593,RST-32ccc0c6-a99e-51b2-b4c2-3a4cf4c56313,Kamdar Chinese Corner,Chinese,15,Mid,₹₹,4.61,5,0.229,21,False
594,RST-5da42260-e968-55b8-a684-7a3edd129a55,Roy Biryani Corner,Biryani,9,Mid,₹₹,4.4,2,0.216,11,False
595,RST-076bbd80-019f-5a99-a504-2ed4010a6690,Mitra Biryani Point,Biryani,8,Mid,₹₹,4.32,4,0.201,23,False
596,RST-51b89f15-4718-5829-92af-affdfe159978,Tata South Foods,South Indian,18,Premium,₹₹₹,4.18,4,0.156,10,False
597,RST-8ea2badb-f993-50c4-8379-e8acf95ea2ad,Chaudry North Dhaba,North Indian,13,Mid,₹₹,4.26,3,0.182,6,True
598,RST-ee8dc0ad-b73d-5fac-88b5-60420275ec19,Yadav Pizza Corner,Pizza,9,Mid,₹₹,4.25,1,0.186,20,False
599,RST-82b49509-d8c4-50aa-bc2c-4d846bd52b40,Garg North Corner,North Indian,2,Budget,₹,3.34,2,0.213,11,False
600,RST-c2eef51f-7830-5e46-be33-3f6a1de6d22d,Krishnamurthy Desserts Restaurant,Desserts,17,Mid,₹₹,4.54,1,0.197,20,False
601,RST-0106e932-e51f-55bd-9c94-a0476a8748da,Chandran Mughlai Restaurant,Mughlai,14,Mid,₹₹,4.18,7,0.198,7,False
602,RST-efe06fbf-13df-574c-92fa-5eac9ae25965,Nair Rolls Dhaba,Rolls,5,Mid,₹₹,3.89,1,0.203,14,False
603,RST-a6edb01e-aef4-57b8-bc5e-b58be52a0a5b,Rama Fast Kitchen,Fast Food,6,Premium,₹₹₹,4.48,1,0.187,22,False
604,RST-a0c6169a-2f1e-59d5-b531-2215fcdf306e,Deol Pizza Foods,Pizza,4,Premium,₹₹₹,4.32,2,0.25,20,False
605,RST-8dbf8903-4177-5370-b3f1-dffea8cd3033,Natarajan Pizza Point,Pizza,44,Premium,₹₹₹,4.5,11,0.203,16,False
606,RST-86ac5d86-7982-52ab-8036-6c931f2a67c2,Gill Street Biryani House,Street Food,31,Mid,₹₹,4.78,3,0.213,16,True
607,RST-ecb44c4c-295c-5da5-acb3-38c91c01dcc1,Nadkarni Street Junction,Street Food,11,Premium,₹₹₹,4.55,2,0.28,24,False
608,RST-74c89c65-6a81-545b-8e71-c50cdfc48bed,Subramaniam Biryani Cafe,Biryani,6,Premium,₹₹₹,4.31,18,0.167,27,False
609,RST-6328d2f0-0d07-51ff-845c-ccd8452f9316,Bir Fast Express,Fast Food,20,Budget,₹,4.3,3,0.187,22,False
610,RST-4537db16-8ebc-5b89-bcaf-b2ddc58f8cb3,Nayak Desserts Junction,Desserts,10,Mid,₹₹,4.32,3,0.159,13,False
611,RST-fd842a48-3f93-5a96-a179-91b579a9465d,Badami North Restaurant,North Indian,46,Budget,₹,4.85,4,0.245,25,True
612,RST-60f437ff-49d2-52fe-9c10-3c7dd3ca19fd,Sen Fast Cafe,Fast Food,1,Budget,₹,4.08,2,0.178,17,False
613,RST-64d184f6-3a35-59f1-a05f-828203c34461,Raja Pizza Kitchen,Pizza,1,Budget,₹,4.44,37,0.182,10,False
614,RST-3362c328-cd49-52cb-a50c-ce7996e5f597,Vaidya Rolls Cafe,Rolls,11,Mid,₹₹,4.72,1,0.212,21,True
615,RST-f29feeba-05e9-5e9b-961b-826478596670,Kaul Chinese Kitchen,Chinese,3,Budget,₹,4.36,80,0.236,15,False
616,RST-b8b5e187-f8e9-5794-ad51-7327ad382c13,Thakur Chinese Junction,Chinese,12,Budget,₹,4.81,29,0.189,9,False
617,RST-10fd9c16-2614-5ae4-a9bd-f0bcf967bf77,Arya South House,South Indian,23,Budget,₹,4.93,9,0.213,21,False
618,RST-ba8ba455-e4eb-59bf-bad4-910e14c24871,Kaul Fast Corner,Fast Food,2,Mid,₹₹,3.15,1,0.187,19,False
619,RST-0fec22ba-5abb-5484-bf99-ae1298d73b7e,Bail Mughlai Biryani House,Mughlai,7,Premium,₹₹₹,4.19,28,0.233,22,False
620,RST-2e36488b-96ab-56f9-ba29-380ea50466b6,Dash Cafe Corner,Cafe,17,Premium,₹₹₹,4.45,1,0.223,12,False
621,RST-5b3afefd-7f30-5359-840c-8583c052568f,More Chinese Foods,Chinese,27,Budget,₹,4.49,2,0.241,16,False
622,RST-f86b6ee4-3ed2-5929-a573-2b5a7939aac5,Khalsa South Corner,South Indian,9,Budget,₹,3.81,1,0.274,16,False
623,RST-3311b681-557c-57cb-9f7d-3964aa0a7be7,Sangha Desserts Dhaba,Desserts,3,Premium,₹₹₹,3.43,1,0.177,22,True
624,RST-72e96650-810f-5485-8074-6013ac34828e,Kohli Rolls Foods,Rolls,11,Budget,₹,4.02,1,0.203,6,False
625,RST-8a9366da-d54d-5802-8ba7-50b1f63e070b,Buch Biryani Restaurant,Biryani,8,Premium,₹₹₹,3.83,1,0.208,19,False
626,RST-9611f54b-fade-579c-80cc-c22ec2734996,Bhasin Chinese Biryani House,Chinese,22,Mid,₹₹,4.19,5,0.235,14,True
627,RST-704d6f19-c19f-5170-8cc1-e53924cb0db0,Devan North Foods,North Indian,10,Mid,₹₹,4.42,1,0.217,16,True
628,RST-1b9b3c5b-88e7-54c1-b029-c6219125174d,Prasad Desserts Express,Desserts,4,Budget,₹,4.4,0,0.188,14,True
629,RST-62fd0055-ccb0-57ff-91e9-ec85dae3328b,Tara Fast Restaurant,Fast Food,21,Budget,₹,3.73,1,0.203,16,True
630,RST-bc1b33c8-3182-5a96-8e96-a2f150fda19c,Minhas Chinese Corner,Chinese,9,Mid,₹₹,4.34,6,0.184,8,False
631,RST-b01d128b-5392-5357-875c-c4a4cabaf5e0,Jaggi Mughlai Foods,Mughlai,3,Mid,₹₹,4.03,1,0.193,17,False
632,RST-b7b4452c-a5ca-5e55-9dfa-4747c27bb38d,Doshi Pizza Point,Pizza,11,Mid,₹₹,4.58,1,0.158,18,False
633,RST-20e7462f-b170-55c1-8b86-2271a4ad9a7a,Prashad Mughlai House,Mughlai,42,Mid,₹₹,3.92,1,0.235,6,False
634,RST-f0c6c573-4369-5bdc-b0e7-c353a8d489fc,Jayaraman Biryani Point,Biryani,18,Mid,₹₹,4.35,2,0.195,17,False
635,RST-eec4c09a-4959-5132-83eb-4abf0798499f,Barad Biryani Biryani House,Biryani,5,Budget,₹,4.36,1,0.199,16,False
636,RST-41262301-3455-5cf1-aca6-301e427aa9ec,Khanna Street Biryani House,Street Food,18,Mid,₹₹,4.58,35,0.15,15,True
637,RST-889d4697-4fbe-5616-bcbd-14246e3aa438,Sawhney Street Corner,Street Food,4,Budget,₹,5.0,3,0.205,16,False
638,RST-56049582-09f8-5c5e-8bc2-9881bbb84937,Narasimhan Street Restaurant,Street Food,10,Mid,₹₹,5.0,4,0.22,7,False
639,RST-feb229cc-33c2-5612-a8b1-b2ead197e496,Desai Beverages Kitchen,Beverages,10,Mid,₹₹,4.6,16,0.165,7,False
640,RST-9e0d8bb2-08d1-57f0-bff5-50723972736f,Mall Biryani Dhaba,Biryani,4,Premium,₹₹₹,4.6,29,0.15,23,False
641,RST-cf897ecf-f157-5ff8-bfe6-ee7f1b9cd302,Nadkarni South Express,South Indian,5,Mid,₹₹,3.82,1,0.194,17,False
642,RST-af96a789-377a-503b-93ed-2dd49a85e3c1,Baral Chinese House,Chinese,41,Budget,₹,4.15,2,0.209,14,True
643,RST-73fac57f-28f3-59ba-9ceb-84d01570668d,Verma Street Biryani House,Street Food,4,Premium,₹₹₹,4.61,13,0.199,17,False
644,RST-8d5e79cf-514d-52c0-be9e-5794ad05fc73,Sachdeva Chinese House,Chinese,24,Mid,₹₹,4.55,2,0.15,6,True
645,RST-f081164e-0448-5088-b58c-007e4254a492,Mani Desserts Point,Desserts,15,Mid,₹₹,4.7,10,0.167,15,False
646,RST-4f509f4d-85e8-58b2-ad6b-823e214feb80,Bajwa Mughlai Point,Mughlai,10,Mid,₹₹,4.21,1,0.236,24,False
647,RST-00712aff-ed5e-5b0e-a4ff-432c5ebe91a9,Karnik Street Restaurant,Street Food,2,Premium,₹₹₹,4.16,1,0.238,16,False
648,RST-03591a50-a492-58b0-b68b-f494b06098f7,Narula Street Restaurant,Street Food,3,Budget,₹,4.53,1,0.211,18,False
649,RST-e1fdef30-66c4-5af3-91de-25de45b95e10,Oommen Fast Corner,Fast Food,3,Mid,₹₹,4.22,2,0.155,19,False
650,RST-b47d4b94-06b7-5fb9-96fc-144f9bb1a67c,Kibe Biryani Corner,Biryani,12,Mid,₹₹,4.68,7,0.176,25,True
651,RST-8f850b5c-d5a4-5521-ac6f-107043f52d7e,Jha Healthy Biryani House,Healthy,46,Budget,₹,4.35,5,0.216,8,True
652,RST-20deb8ef-2e21-508a-ba3b-74984b7ee5c3,Zacharia South Biryani House,South Indian,33,Mid,₹₹,4.13,1,0.185,13,False
653,RST-6fd0ac3b-61f9-5b19-91db-82470959729b,Bhagat South Kitchen,South Indian,1,Mid,₹₹,4.26,2,0.174,19,False
654,RST-4dfd6da9-b56c-52bf-96f6-60d549f960b2,Kothari Street Dhaba,Street Food,4,Budget,₹,4.41,3,0.209,21,False
655,RST-b9af0e9b-f8dd-5cd9-903f-ab7814869863,Kapadia Pizza Point,Pizza,2,Budget,₹,3.81,1,0.267,22,False
656,RST-3c7db6dd-d1e4-5f7a-81d2-5c2cf4997cf0,Raj Fast Kitchen,Fast Food,46,Mid,₹₹,4.58,5,0.223,16,False
657,RST-48023da6-bfdf-5e5e-a3bb-e137c602c9c3,Verma North Restaurant,North Indian,3,Premium,₹₹₹,4.38,3,0.229,23,False
658,RST-44ff38a8-cbb2-5603-8ce2-90767b2dcb5b,Nagy Biryani Corner,Biryani,3,Budget,₹,3.35,1,0.214,12,False
659,RST-66b59d8d-5902-5bf9-a90e-38e677b5a11b,Goswami Street Cafe,Street Food,13,Budget,₹,4.41,2,0.251,15,False
660,RST-4280e08a-8048-580a-928a-faa9e85d3834,Sathe Fast Kitchen,Fast Food,10,Budget,₹,3.94,4,0.223,30,False
661,RST-2441ad3a-de73-5514-b6bd-ad06b6d01402,Ahuja Biryani Biryani House,Biryani,3,Budget,₹,4.85,8,0.187,12,True
662,RST-7f3ce37c-b1f0-5da2-8529-f4b923d7483f,Bhattacharyya Fast Express,Fast Food,15,Mid,₹₹,4.39,52,0.249,16,False
663,RST-3544bb00-bb9f-5237-8ede-0957950d9a9b,Swamy Cafe Cafe,Cafe,2,Budget,₹,4.2,4,0.174,8,False
664,RST-3dcfaaab-8b98-585b-8fd8-01233447f2ef,Boase Mughlai Point,Mughlai,1,Budget,₹,3.82,2,0.232,23,False
665,RST-4e57dd08-6756-502a-a191-16706829c6b8,Hans Biryani Kitchen,Biryani,1,Budget,₹,4.53,4,0.203,17,False
666,RST-78f0cd7a-eb78-5362-b172-8a2c64c78697,Ben Fast House,Fast Food,6,Mid,₹₹,3.73,1,0.197,6,False
667,RST-1301d35f-061b-5f97-9050-1951c2fd7e1f,Dhaliwal Chinese Foods,Chinese,46,Mid,₹₹,4.22,9,0.197,11,False
668,RST-68d2da60-00e7-5bf8-864c-2a10415a8542,Jayaraman Biryani Express,Biryani,10,Mid,₹₹,3.62,1,0.196,19,False
669,RST-3069bd56-c43d-528a-8a7f-9f7b1a1df9e8,Dass South Kitchen,South Indian,21,Mid,₹₹,4.47,5,0.204,22,True
670,RST-868fb4e8-9729-5045-999e-8eceda2e871e,Chand Fast Kitchen,Fast Food,5,Premium,₹₹₹,4.5,2,0.216,19,False
671,RST-7b38293e-a52c-56f9-a3a5-4df29e8b4013,Ghose Fast Foods,Fast Food,18,Mid,₹₹,4.94,5,0.189,12,False
672,RST-1d760c57-d69f-586f-a681-d8dc6960991c,Jayaraman Chinese Junction,Chinese,45,Mid,₹₹,4.26,1,0.216,23,True
673,RST-4fbdb99c-3381-520f-bca2-b33a96d00a58,Keer Chinese Foods,Chinese,6,Mid,₹₹,3.47,2,0.18,10,False
674,RST-416eb7de-346d-5da5-9375-51e0466eefc5,Tripathi North House,North Indian,50,Budget,₹,3.93,1,0.231,14,True
675,RST-a2d41c2b-9bb6-5f38-bd11-7cbb8e8083d5,Brar North Express,North Indian,14,Mid,₹₹,4.9,9,0.185,21,False
676,RST-99a0ee21-d6ea-51c5-ae23-8db8044e3d45,Sandhu Rolls Foods,Rolls,20,Mid,₹₹,3.87,1,0.178,20,False
677,RST-70abb4b7-4108-55f5-a57a-e6d1b9f98c1f,Sibal South Foods,South Indian,4,Mid,₹₹,3.87,3,0.226,26,False
678,RST-9d65e0d8-25d6-5aea-9368-0d39eca86c38,Mukhopadhyay North House,North Indian,14,Budget,₹,3.78,1,0.2,18,False
679,RST-0ae9868d-6b2d-5a9e-b66a-646d6e858246,Gala Healthy Biryani House,Healthy,9,Mid,₹₹,4.33,7,0.223,15,False
680,RST-978d5333-79bb-500e-939e-639264a50988,Hora South Cafe,South Indian,44,Mid,₹₹,3.23,1,0.162,23,True
681,RST-b84c9ca5-f97e-5c87-966d-95d589c8d00b,Konda Cafe Foods,Cafe,36,Budget,₹,4.08,1,0.209,17,True
682,RST-049b0a66-2510-5890-9418-19e0c75975c6,Samra Fast Restaurant,Fast Food,6,Budget,₹,3.8,2,0.219,16,False
683,RST-6f75a859-83f1-598c-a969-6e208a5bbe9d,Goda Rolls Point,Rolls,42,Budget,₹,3.94,2,0.208,23,False
684,RST-0b0c78ae-95c1-55cb-a0a0-4f0c40e122e8,Kothari Fast Kitchen,Fast Food,34,Budget,₹,4.49,3,0.244,22,False
685,RST-7f3492f5-a845-5db2-957e-f5022bd9918a,Mitter South Kitchen,South Indian,12,Mid,₹₹,3.69,1,0.194,14,False
686,RST-c78cacd4-d857-5ea4-bff4-c130e59515e1,Mangal Beverages Foods,Beverages,1,Mid,₹₹,4.15,3,0.242,19,False
687,RST-28e93ee2-57dc-5087-8a2c-1623fa8d3963,Sen Beverages Cafe,Beverages,2,Premium,₹₹₹,4.53,2,0.184,16,False
688,RST-be16161a-dbd4-5250-8be9-8baa8358402b,Jaggi Chinese Express,Chinese,1,Mid,₹₹,4.22,1,0.261,20,False
689,RST-c67f95d8-7c46-59ed-8764-4acf46e752ff,Magar Desserts Express,Desserts,2,Mid,₹₹,4.41,1,0.236,17,True
690,RST-a5de0341-1965-5202-837c-5b4a93a92241,Srivastava Fast Express,Fast Food,47,Budget,₹,4.62,5,0.15,19,False
691,RST-8b1ebefe-de1f-5908-850a-fedb5cd2656b,Buch Mughlai Express,Mughlai,3,Budget,₹,4.63,82,0.231,9,False
692,RST-854799c2-62bc-5289-bfc2-78ebe6717ac6,Parsa Desserts Express,Desserts,17,Mid,₹₹,4.37,2,0.204,17,False
693,RST-50ffbf3b-259c-5131-a030-89ffd816d13b,Rao North Junction,North Indian,14,Budget,₹,3.96,3,0.28,18,False
694,RST-331f58b5-8605-53b4-b68c-41751afbaa39,Purohit Cafe House,Cafe,14,Budget,₹,4.72,8,0.226,20,True
695,RST-f4ec8d22-3a7e-5b6d-b797-02da4beedc7e,Ganesh Street Restaurant,Street Food,3,Premium,₹₹₹,4.34,2,0.195,15,False
696,RST-ab7be88f-f63b-550c-85f9-f1686186e04d,Sinha Rolls Express,Rolls,11,Mid,₹₹,3.79,0,0.25,24,False
697,RST-7afe6776-aa16-51e1-8fbb-e93aed31825c,Sastry North Corner,North Indian,13,Budget,₹,4.69,4,0.241,13,True
698,RST-5c282a6b-5d65-52d8-862e-3379977766c9,Sami Desserts Dhaba,Desserts,11,Mid,₹₹,4.24,1,0.188,19,False
699,RST-c83fd428-8769-56ae-8c5f-2bf40a06f1a9,Tiwari Pizza Biryani House,Pizza,3,Mid,₹₹,4.86,6,0.267,16,False
700,RST-9489b98d-1ffb-5b45-b5f0-5644e1c0c377,Sant Chinese Kitchen,Chinese,19,Premium,₹₹₹,4.89,1,0.206,6,False
701,RST-09b15f3b-c920-51c6-9545-00d191b025af,Dugal Cafe Dhaba,Cafe,1,Mid,₹₹,3.75,2,0.156,21,True
702,RST-556aea49-86f4-5d28-9a7c-bcf50c6f5e42,Subramaniam Fast Restaurant,Fast Food,12,Budget,₹,4.62,19,0.212,19,False
703,RST-8d405a40-7758-5802-9b34-08f14e49cd94,Bahri Cafe Point,Cafe,7,Budget,₹,4.62,2,0.218,13,False
704,RST-1dda223f-c8ea-5a27-aa00-a0ae327c7baa,Raj Pizza Foods,Pizza,4,Budget,₹,4.58,13,0.182,22,False
705,RST-2410148c-6197-58ac-8ed2-0a85cd492697,Sane Chinese Corner,Chinese,25,Mid,₹₹,4.54,7,0.215,10,False
706,RST-92421973-0ba4-5e6f-b147-1de28d86ad42,Chacko Street Junction,Street Food,3,Mid,₹₹,4.53,1,0.252,20,False
707,RST-510f8c83-9764-50f6-bec2-be1ccb1cc82a,Mital Fast Cafe,Fast Food,40,Mid,₹₹,4.88,2,0.248,17,False
708,RST-5d6b13ad-fdd7-516f-9fdd-407539c574e3,Yogi Biryani Dhaba,Biryani,33,Mid,₹₹,3.74,6,0.196,16,False
709,RST-071637f3-b82b-5e2c-bd51-e09994143f0f,Dua Biryani Junction,Biryani,6,Mid,₹₹,4.07,1,0.269,16,False
710,RST-854ee25f-bdd3-5812-b971-1ed37dd2cc28,Gill North Restaurant,North Indian,5,Budget,₹,3.59,1,0.203,16,True
711,RST-c3a8e2fc-1dd1-5014-8200-127fc3cf2c62,Kurian Pizza House,Pizza,2,Budget,₹,4.64,17,0.185,25,False
712,RST-57bc4014-d0dc-5cf5-95b6-c585c3610332,Rai Biryani Dhaba,Biryani,38,Budget,₹,3.91,6,0.222,9,False
713,RST-bfcffb08-e62e-5613-a733-5161fb4074b7,Sheth Street Biryani House,Street Food,13,Mid,₹₹,4.66,13,0.205,14,False
714,RST-827bd35d-1f86-5dce-96ad-8b91046e8aeb,Mohan Street Point,Street Food,1,Premium,₹₹₹,4.06,2,0.207,22,False
715,RST-08c444bb-c6ab-5d07-b2bd-a19bdb526ff4,Setty Desserts Cafe,Desserts,9,Budget,₹,3.44,1,0.197,18,False
716,RST-acef56b2-f8ff-5a00-a58e-965ce3cc72a8,Mander South Corner,South Indian,2,Mid,₹₹,4.12,4,0.203,16,False
717,RST-1e82cf25-0f6d-51db-984d-e2100c496847,Prashad Rolls Cafe,Rolls,11,Budget,₹,4.05,1,0.217,20,True
718,RST-d9820784-c4ed-5e55-9f8f-72546f566193,Srivastava North Biryani House,North Indian,9,Mid,₹₹,4.34,79,0.15,18,False
719,RST-9f4277d6-8c41-58e5-8405-e4de8bccea71,Bora Beverages Foods,Beverages,1,Budget,₹,4.85,2,0.199,16,True
720,RST-8b19c990-4259-5cb1-a0fc-8792c28d65d9,Nath Biryani Kitchen,Biryani,26,Mid,₹₹,3.66,0,0.218,24,True
721,RST-8fe2a3a1-10ab-5b3f-9bf1-89994bb3ee0d,Deshpande Street House,Street Food,4,Budget,₹,4.6,3,0.239,6,False
722,RST-4b756b4e-c899-57c8-abbc-50c3a85ab37c,Singh Chinese Kitchen,Chinese,10,Budget,₹,4.56,5,0.208,20,True
723,RST-e3d9f19d-1649-5aac-904c-e3ba4e85d00d,Hayre South Dhaba,South Indian,14,Mid,₹₹,3.85,1,0.202,23,True
724,RST-b4773eae-475d-5e9e-9110-14cd979a0acc,Dubey Healthy Kitchen,Healthy,44,Budget,₹,3.79,5,0.203,13,False
725,RST-4ebf8c90-db6b-5f97-a100-066a4b9c70c6,Gupta Fast Kitchen,Fast Food,9,Mid,₹₹,3.73,1,0.216,16,False
726,RST-e94c962f-b574-558f-843a-f99c2aceb8ae,Agrawal Cafe Foods,Cafe,38,Budget,₹,4.03,3,0.207,20,False
727,RST-4bcdf170-b49c-5a14-a357-80d5e33768a8,Arya Mughlai Junction,Mughlai,6,Premium,₹₹₹,4.04,1,0.192,10,False
728,RST-c732060d-5390-5300-a096-550be538da28,Tella Biryani Cafe,Biryani,30,Budget,₹,3.95,1,0.219,20,True
729,RST-078008a9-c583-5fde-80e3-055a6658df91,Prasad Biryani Express,Biryani,3,Mid,₹₹,4.12,1,0.215,12,False
730,RST-bc53ba72-9801-5422-a99a-af213324ae20,Swamy Fast Junction,Fast Food,18,Premium,₹₹₹,4.85,3,0.266,14,False
731,RST-d51bad42-41bd-52be-abe1-af90bac65937,Ravel Beverages Cafe,Beverages,2,Mid,₹₹,4.59,4,0.16,19,True
732,RST-6156093a-0c6c-5777-b704-33775bf59e1b,Sagar Street Point,Street Food,48,Budget,₹,4.26,2,0.197,25,True
733,RST-86951921-15c6-5305-a33e-08bd198dd667,Rana Chinese Express,Chinese,43,Mid,₹₹,4.61,7,0.194,13,True
734,RST-a90e136c-1cc1-5ef5-9301-9467c75e463e,Prakash Rolls Express,Rolls,7,Budget,₹,3.1,1,0.165,21,True
735,RST-5c1238f1-7837-55a0-91e2-bee8ea4626c6,Rajagopalan Chinese Express,Chinese,9,Mid,₹₹,4.55,2,0.187,26,False
736,RST-22a40094-b211-5d12-86ea-242b76c55487,Suri Fast Dhaba,Fast Food,12,Mid,₹₹,4.84,71,0.214,15,True
737,RST-d1de0e5a-65d5-5016-9c53-b5895779e021,Morar Desserts Biryani House,Desserts,4,Mid,₹₹,4.06,0,0.173,15,False
738,RST-92bdf9f4-bacb-50eb-b9e2-3475edcb5fb0,Bobal Cafe Foods,Cafe,16,Mid,₹₹,4.45,8,0.174,20,False
739,RST-9f03cd60-cb82-58da-b9ee-a40ff6562e86,Rege Biryani Junction,Biryani,17,Budget,₹,3.93,2,0.177,14,False
740,RST-1f7934f2-1172-5867-8823-dbd58124aa26,Barad Chinese Corner,Chinese,9,Budget,₹,3.6,1,0.265,14,False
741,RST-9f20bf85-c404-5c5a-9365-20469f9b3b95,Dash South House,South Indian,2,Mid,₹₹,4.74,6,0.208,14,False
742,RST-5c6f0b38-ebec-5094-886a-f9152e8d441c,Rajan North Express,North Indian,38,Mid,₹₹,3.83,1,0.158,17,False
743,RST-46edef4e-c817-5962-9b6c-de3268807834,Gaba Chinese Cafe,Chinese,2,Mid,₹₹,4.36,1,0.277,16,False
744,RST-6e730547-4fb3-53bb-8ad4-5b75c57a9bb4,Hari Cafe Express,Cafe,13,Mid,₹₹,4.14,20,0.21,20,True
745,RST-58d2b76d-4520-5133-a112-0b420c0bfb75,Sarin Biryani Restaurant,Biryani,2,Mid,₹₹,4.95,1,0.167,33,False
746,RST-53ad24b6-f21c-5a48-bcfa-bd85c67930bc,Kumer Chinese House,Chinese,2,Premium,₹₹₹,3.62,1,0.238,20,False
747,RST-1d9f2ab2-0fd4-527b-bb2c-fed3ec1545de,Pall Rolls Point,Rolls,1,Mid,₹₹,4.12,4,0.225,18,True
748,RST-64a0e040-79f8-59f6-9012-55c39b10614b,Upadhyay South Dhaba,South Indian,6,Budget,₹,3.6,1,0.204,28,False
749,RST-f8f1a626-d024-5e07-a482-5445e46dca8c,Suresh South House,South Indian,14,Budget,₹,4.3,2,0.15,31,False
750,RST-528b4726-3c7e-51ab-8e89-2b602198697a,Pillay Street House,Street Food,9,Mid,₹₹,4.1,11,0.203,9,True
751,RST-a110543b-ded3-59b9-86ff-f934724dfb69,Bhardwaj North House,North Indian,16,Budget,₹,4.93,16,0.228,24,False
752,RST-cc1b7ab8-d4fe-5056-8972-c8f32a49679f,Rajan Biryani Cafe,Biryani,16,Budget,₹,4.62,6,0.254,6,False
753,RST-ebd305ec-0cdf-5934-b01e-eb43305bfe57,Samra Fast Foods,Fast Food,2,Mid,₹₹,3.82,1,0.21,19,False
754,RST-bc684f40-497f-5ce8-9c82-31dbd8cdc8a6,Koshy South Point,South Indian,1,Mid,₹₹,3.88,3,0.156,10,False
755,RST-486b6ab7-94a8-5c91-bf59-5baf4571a1b4,Kibe Chinese Dhaba,Chinese,13,Premium,₹₹₹,3.84,1,0.182,22,True
756,RST-b9c4611a-8d72-5bec-b902-539a04d82bf0,Sridhar South House,South Indian,15,Budget,₹,3.71,1,0.199,13,True
757,RST-4a5c21aa-34da-5305-b091-46b33814f0b3,Banerjee Chinese Junction,Chinese,10,Budget,₹,4.55,4,0.28,7,False
